,page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
176,18,7,,Anosmia and ageusia: common findings in COVID‐19 patients,https://onlinelibrary.wiley.com/doi/abs/10.1002/lary.28692,BJtXp57Yvy4J,"LA Vaira, G Salzano, G Deiana, G De Riu - The Laryngoscope, 2020 - Wiley Online Library","… analyzed the frequency of neurological manifestations in 214 patients with coronavirus disease 2019 (COVID-19), identifying anosmia in 11 (5.1%) patients and ageusia in 12 (5.6%) …",649,"https://scholar.google.com/scholar?cites=3368649222220389124&as_sdt=5,41&sciodt=0,41&hl=en",3368649222220389124,10,"https://scholar.google.com/scholar?cluster=3368649222220389124&hl=en&as_sdt=0,41",3368649222220389124,,,
177,18,8,Pdf,Clinical characteristics of Covid-19 in China,https://www.researchgate.net/profile/Jens-Vikse-2/publication/340266670_Clinical_Characteristics_of_Covid-19_in_China/links/5e80f78c92851caef4ac9584/Clinical-Characteristics-of-Covid-19-in-China.pdf,Xfd1LgDFXz8J,"AP Zavascki, DR Falci - N Engl J Med, 2020 - researchgate.net","… 2019 (Covid-19). 1 In their article regarding 1099 patients with laboratory-confirmed Covid-19 at … than half would not be suspected of having Covid-19, which would result in undetected …",137,"https://scholar.google.com/scholar?cites=4566585151747127133&as_sdt=5,41&sciodt=0,41&hl=en",4566585151747127133,10,"https://scholar.google.com/scholar?cluster=4566585151747127133&hl=en&as_sdt=0,41",4566585151747127133,PDF,researchgate.net,https://www.researchgate.net/profile/Jens-Vikse-2/publication/340266670_Clinical_Characteristics_of_Covid-19_in_China/links/5e80f78c92851caef4ac9584/Clinical-Characteristics-of-Covid-19-in-China.pdf
178,18,9,Pdf,"Coronavirus disease (COVID-19): situation report, 162",https://apps.who.int/iris/bitstream/handle/10665/332970/nCoVsitrep30Jun2020-eng.pdf,AEtHrWNie1oJ,World Health Organization - 2020 - apps.who.int,"… Definition of COVID-19 death A COVID-19 death is defined for surveillance purposes … COVID-19 case, unless there is a clear alternative cause of death that cannot be related to COVID-…",1124,"https://scholar.google.com/scholar?cites=6519913065797339904&as_sdt=5,41&sciodt=0,41&hl=en",6519913065797339904,4,"https://scholar.google.com/scholar?cluster=6519913065797339904&hl=en&as_sdt=0,41",6519913065797339904,PDF,who.int,https://apps.who.int/iris/bitstream/handle/10665/332970/nCoVsitrep30Jun2020-eng.pdf
179,18,10,,COVID-19 outbreak: an overview,https://www.karger.com/Article/Abstract/507423,QU8earqFKuwJ,"M Ciotti, S Angeletti, M Minieri, M Giovannetti… - Chemotherapy, 2019 - karger.com","Background: In late December 2019, Chinese health authorities reported an outbreak of pneumonia of unknown origin in Wuhan, Hubei Province. Summary: A few days later, the …",283,"https://scholar.google.com/scholar?cites=17017561177663622977&as_sdt=5,41&sciodt=0,41&hl=en",17017561177663622977,19,"https://scholar.google.com/scholar?cluster=17017561177663622977&hl=en&as_sdt=0,41",17017561177663622977,HTML,karger.com,https://www.karger.com/Article/FullText/507423
180,19,1,,Predictors of COVID‐19 severity: a literature review,https://onlinelibrary.wiley.com/doi/abs/10.1002/rmv.2146,nSXOWbuhmDIJ,"B Gallo Marin, G Aghagoli, K Lavine… - Reviews in medical …, 2021 - Wiley Online Library",… COVID‐19 severity and mortality. We present a synthesis of the current literature pertaining to factors predictive of COVID… with COVID‐19 and to appropriately allocate scarce resources. …,297,"https://scholar.google.com/scholar?cites=3645841724394055069&as_sdt=5,41&sciodt=0,41&hl=en",3645841724394055069,10,"https://scholar.google.com/scholar?cluster=3645841724394055069&hl=en&as_sdt=0,41",3645841724394055069,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7855377/
181,19,2,,Challenges and controversies to testing for COVID-19,https://journals.asm.org/doi/abs/10.1128/jcm.01695-20,B1RIY8umslcJ,"MJ Binnicker - Journal of clinical microbiology, 2020 - Am Soc Microbiol",The coronavirus disease (COVID-19) pandemic has placed the clinical laboratory and testing for SARS-CoV-2 front and center in the worldwide discussion of how to end the outbreak. …,84,"https://scholar.google.com/scholar?cites=6319296619628483591&as_sdt=5,41&sciodt=0,41&hl=en",6319296619628483591,10,"https://scholar.google.com/scholar?cluster=6319296619628483591&hl=en&as_sdt=0,41",6319296619628483591,PDF,asm.org,https://journals.asm.org/doi/pdf/10.1128/jcm.01695-20
182,19,3,,The impact of COVID-19 on education: Insights from education at a glance 2020,https://www.voced.edu.au/content/ngv:87789,5lKHqvdIYKYJ,"A Schleicher - … . org/education/the-impact-of-covid-19-on-education …, 2020 - voced.edu.au","This report focuses on a selection of indicators from'Education at a glance 2020: OECD indicators'[available in VOCEDplus at TD/TNC 141.1024], selected for their particular relevance …",491,"https://scholar.google.com/scholar?cites=11988662436615377638&as_sdt=5,41&sciodt=0,41&hl=en",11988662436615377638,0,{},{},,,
183,19,4,,"COVID-19 diagnostics, tools, and prevention",https://www.mdpi.com/744158,mk37SrF7WOoJ,"…, Z Song, T Hu, A Kumar, J Heit, COVID-19 Study Group… - Diagnostics, 2020 - mdpi.com",… for COVID-19 management. To meet the growing demand for medical supplies during the COVID-… COVID-19 diagnosis and the prediction of virus transmission are analyzed by machine …,63,"https://scholar.google.com/scholar?cites=16886382804223085978&as_sdt=5,41&sciodt=0,41&hl=en",16886382804223085978,14,"https://scholar.google.com/scholar?cluster=16886382804223085978&hl=en&as_sdt=0,41",16886382804223085978,PDF,mdpi.com,https://www.mdpi.com/2075-4418/10/6/409/pdf
184,19,5,,Epidemiology and clinical characteristics of COVID-19,http://aimjournal.ir/Article/aim-15538,mjJ65FTcULkJ,"X Huang, F Wei, L Hu, L Wen, K Chen - Archives of Iranian medicine, 2020 - aimjournal.ir","… Recently, accurate RNA detection has been decisive for the diagnosis of COVID-19. … of COVID-19 infection. In this review, we summarize the epidemiology and characteristics of COVID-…",262,"https://scholar.google.com/scholar?cites=13353415152322097818&as_sdt=5,41&sciodt=0,41&hl=en",13353415152322097818,18,"https://scholar.google.com/scholar?cluster=13353415152322097818&hl=en&as_sdt=0,41",13353415152322097818,PDF,aimjournal.ir,http://aimjournal.ir/PDF/aim-23-268.pdf
185,19,6,Html,Long COVID and chronic COVID syndromes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7675759/,YzYCuunutHoJ,"S Halpin, R O'Connor, M Sivan - Journal of medical virology, 2021 - ncbi.nlm.nih.gov","… pre‐COVID‐19. 3 Therefore, we have reported on the degree to which these symptoms have worsened since their COVID‐19 infection and is a true reflection of long COVID in … COVID …",95,"https://scholar.google.com/scholar?cites=8841954656050624099&as_sdt=5,41&sciodt=0,41&hl=en",8841954656050624099,10,"https://scholar.google.com/scholar?cluster=8841954656050624099&hl=en&as_sdt=0,41",8841954656050624099,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7675759/
186,19,7,,The impact of COVID-19 on gender equality,https://www.nber.org/papers/w26947,4vgeQFotVt0J,"T Alon, M Doepke, J Olmstead-Rumsey, M Tertilt - 2020 - nber.org","… Despite this gloomy outlook, we also believe that the COVID-19 crisis can bring about some … We can identify at least two channels through which the COVID-19 pandemic is likely to …",1451,"https://scholar.google.com/scholar?cites=15948984996025268450&as_sdt=5,41&sciodt=0,41&hl=en",15948984996025268450,23,"https://scholar.google.com/scholar?cluster=15948984996025268450&hl=en&as_sdt=0,41",15948984996025268450,PDF,nber.org,https://www.nber.org/system/files/working_papers/w26947/w26947.pdf
187,19,8,,Globalization in the Time of COVID-19,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3567558,i1-ckrPzTVAJ,"A Sforza, M Steininger - 2020 - papers.ssrn.com","… production barriers induced by COVID-19 shock into a … We find that the COVID-19 shock has a considerable impact … Finally, we show that the economic effects of the COVID-19 …",84,"https://scholar.google.com/scholar?cites=5786549048825372555&as_sdt=5,41&sciodt=0,41&hl=en",5786549048825372555,11,"https://scholar.google.com/scholar?cluster=5786549048825372555&hl=en&as_sdt=0,41",5786549048825372555,PDF,econstor.eu,https://www.econstor.eu/bitstream/10419/216580/1/cesifo1_wp8184.pdf
188,19,9,,AKI in hospitalized patients with and without COVID-19: a comparison study,https://jasn.asnjournals.org/content/31/9/2145.abstract,x7fHYbgihZsJ,"M Fisher, J Neugarten, E Bellin, M Yunes… - Journal of the …, 2020 - Am Soc Nephrol",… outcomes for 3345 adults with COVID-19 and 1265 without COVID-19 who were hospitalized in … in our COVID-19. Results We found higher AKI incidence among patients with COVID-19 …,192,"https://scholar.google.com/scholar?cites=11206401423091152839&as_sdt=5,41&sciodt=0,41&hl=en",11206401423091152839,15,"https://scholar.google.com/scholar?cluster=11206401423091152839&hl=en&as_sdt=0,41",11206401423091152839,PDF,asnjournals.org,https://jasn.asnjournals.org/content/jnephrol/31/9/2145.full.pdf
189,19,10,Pdf,COVID reference,https://www.amedeo.com/CovidReference06.pdf,MGl-EdQYsRUJ,"BS Kamps, C Hoffmann - Munich: Steinhauser Verlang, 2020 - amedeo.com","In not even a year after the discovery of COVID-19, several vaccines have been licensed and hundreds of millions of people will be vaccinated within months. Soon the number of …",96,"https://scholar.google.com/scholar?cites=1563057844779903280&as_sdt=5,41&sciodt=0,41&hl=en",1563057844779903280,65,"https://scholar.google.com/scholar?cluster=1563057844779903280&hl=en&as_sdt=0,41",1563057844779903280,PDF,amedeo.com,https://www.amedeo.com/CovidReference06.pdf
190,20,1,Html,Africa in the path of Covid-19,https://www.nejm.org/doi/full/10.1056/NEJMp2008193,t7tB_WKxUd0J,"WM El-Sadr, J Justman - New England Journal of Medicine, 2020 - Mass Medical Soc","… set up tents to provide information on Covid-19 and to take … As the Covid-19 pandemic sweeps the globe, causing tens of … Despite the slow arrival of Covid-19, a storm is building, and …",162,"https://scholar.google.com/scholar?cites=15947722794209491895&as_sdt=5,41&sciodt=0,41&hl=en",15947722794209491895,6,"https://scholar.google.com/scholar?cluster=15947722794209491895&hl=en&as_sdt=0,41",15947722794209491895,HTML,nejm.org,https://www.nejm.org/doi/full/10.1056/NEJMp2008193
191,20,2,,COVID-19 challenge for modern medicine,https://journals.viamedica.pl/cardiology_journal/article/view/CJ.a2020.0055,zjgm6ove65EJ,"T Dzieciatkowski, L Szarpak, KJ Filipiak… - Cardiology …, 2020 - journals.viamedica.pl",Coronaviruses cause disease in animals and people around the world. Human coronaviruses (HCoV) are mainly known to cause infections of the upper and lower respiratory tract but …,80,"https://scholar.google.com/scholar?cites=10514742447536748750&as_sdt=5,41&sciodt=0,41&hl=en",10514742447536748750,15,"https://scholar.google.com/scholar?cluster=10514742447536748750&hl=en&as_sdt=0,41",10514742447536748750,PDF,viamedica.pl,https://journals.viamedica.pl/cardiology_journal/article/download/CJ.a2020.0055/50889
192,20,3,,Why inequality could spread COVID-19,https://www.thelancet.com/journals/lanpub/article/PIIS2468-2667(20)30085-2/fulltext,jeKHH_2YJ2wJ,"F Ahmed, N Ahmed, C Pissarides… - The Lancet Public …, 2020 - thelancet.com","… 2019 (COVID-19) pandemic would suggest otherwise. Estimates indicate that COVID-19 … chronic conditions, this puts them at higher risk of COVID-19-associated mortality. Since the …",662,"https://scholar.google.com/scholar?cites=7793365893111079565&as_sdt=5,41&sciodt=0,41&hl=en",7793365893111079565,15,"https://scholar.google.com/scholar?cluster=7793365893111079565&hl=en&as_sdt=0,41",7793365893111079565,,,
193,20,4,,COVID‐19 and older adults: what we know,https://agsjournals.onlinelibrary.wiley.com/doi/abs/10.1111/jgs.16472,LzRBG3DIpIgJ,"Z Shahid, R Kalayanamitra… - Journal of the …, 2020 - Wiley Online Library","… ‐2), a novel virus that causes COVID‐19 infection, has recently … COVID‐19 infections are necessary. In this review, we discuss the transmission, symptomatology, and mortality of COVID…",706,"https://scholar.google.com/scholar?cites=9846215069157897263&as_sdt=5,41&sciodt=0,41&hl=en",9846215069157897263,15,"https://scholar.google.com/scholar?cluster=9846215069157897263&hl=en&as_sdt=0,41",9846215069157897263,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7262251/
194,20,5,Html,A comprehensive review of COVID-19 characteristics,https://biologicalproceduresonline.biomedcentral.com/articles/10.1186/s12575-020-00128-2,sLKq8iguO1AJ,"H Esakandari, M Nabi-Afjadi… - Biological …, 2020 - biologicalproceduresonline …","… patients with negative COVID-19 test, that after a while, their COVID-19 test … COVID-19 tests become positive again for 2019-nCoV RNA, although a small portion of discharged COVID-…",343,"https://scholar.google.com/scholar?cites=5781265300065006256&as_sdt=5,41&sciodt=0,41&hl=en",5781265300065006256,16,"https://scholar.google.com/scholar?cluster=5781265300065006256&hl=en&as_sdt=0,41",5781265300065006256,HTML,biomedcentral.com,https://biologicalproceduresonline.biomedcentral.com/articles/10.1186/s12575-020-00128-2
195,20,6,,A global treatments for coronaviruses including COVID‐19,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcp.29785,N2P8gy_TN9QJ,"B Yousefi, S Valizadeh, H Ghaffari… - Journal of cellular …, 2020 - Wiley Online Library",… different treatments performed on patients with COVID-19 and the advantages … COVID-19. Molecular mechanisms and therapeutic targets of drugs that have been used to treat COVID-…,90,"https://scholar.google.com/scholar?cites=15291923260791087927&as_sdt=5,41&sciodt=0,41&hl=en",15291923260791087927,7,"https://scholar.google.com/scholar?cluster=15291923260791087927&hl=en&as_sdt=0,41",15291923260791087927,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7273044/
196,20,7,,The impact of Covid-19 on productivity,https://www.nber.org/papers/w28233,7E_-j6vxneMJ,"N Bloom, P Bunn, P Mizen, P Smietanka, G Thwaites - 2020 - nber.org","… We find that Covid-19 reduced private sector TFP by up to 4% during the pandemic, with a … This highlights how the Covid-19 shock has had large, but offsetting, within and between …",77,"https://scholar.google.com/scholar?cites=16401531137110724588&as_sdt=5,41&sciodt=0,41&hl=en",16401531137110724588,19,"https://scholar.google.com/scholar?cluster=16401531137110724588&hl=en&as_sdt=0,41",16401531137110724588,PDF,nber.org,https://www.nber.org/system/files/working_papers/w28233/w28233.pdf
197,20,8,Html,The impact of COVID-19 on medical education,https://www.cureus.com/articles/29902-the-impact-of-covid-1,YdVbn9K07zkJ,"MN Ferrel, JJ Ryan - Cureus, 2020 - cureus.com","… of how COVID-19 has impacted their education, there is no question that the impacts of COVID-… are confused by how to proceed in the wake of COVID-19. This is no different for medical …",530,"https://scholar.google.com/scholar?cites=4174754196305466721&as_sdt=5,41&sciodt=0,41&hl=en",4174754196305466721,15,"https://scholar.google.com/scholar?cluster=4174754196305466721&hl=en&as_sdt=0,41",4174754196305466721,HTML,cureus.com,https://www.cureus.com/articles/29902-the-impact-of-covid-1
198,20,9,Html,Neurobiology of COVID-19,https://content.iospress.com/articles/journal-of-alzheimers-disease/jad200581,6CguFwvN4HYJ,"M Fotuhi, A Mian, S Meysami… - Journal of Alzheimer's …, 2020 - content.iospress.com",… with coronavirus disease-19 (COVID-19) which is caused by … to which neurological abnormalities in COVID-19 are caused … manifestations in patients with COVID-19 who may present …,290,"https://scholar.google.com/scholar?cites=8566071938775918824&as_sdt=5,41&sciodt=0,41&hl=en",8566071938775918824,13,"https://scholar.google.com/scholar?cluster=8566071938775918824&hl=en&as_sdt=0,41",8566071938775918824,HTML,iospress.com,https://content.iospress.com/articles/journal-of-alzheimers-disease/jad200581
